case_id,entry,duration,event,censor_reason,last_state,n_events
case_0416,2025-01-09 08:51:01,38.567697826203556,1,,D,6
case_0417,2025-02-28 00:07:26,1.4809131730632017,0,lost,B,2
case_0418,2025-01-06 16:08:10,14.603872932333772,1,,D,3
case_0419,2025-02-11 18:28:44,12.86859945148656,1,,D,5
case_0420,2025-02-26 18:39:41,32.926431017905934,1,,D,5
case_0421,2025-01-30 04:47:52,15.65406273979421,1,,D,4
case_0422,2025-01-16 02:26:12,14.807730713926741,1,,D,4
case_0423,2025-02-01 09:58:27,7.088752649414512,1,,D,3
case_0424,2025-02-01 02:32:15,11.434052903377323,1,,D,3
case_0425,2025-01-06 21:11:28,7.358854656485812,1,,D,4
case_0426,2025-02-27 08:35:01,4.923423636862742,1,,D,3
case_0427,2025-02-02 19:52:01,28.418467804057673,1,,D,6
case_0428,2025-02-09 04:20:35,7.174846647922274,1,,D,4
case_0429,2025-02-19 10:11:52,9.789710358318604,1,,D,3
case_0430,2025-01-22 09:23:22,18.30569610556845,1,,D,3
case_0431,2025-01-02 08:38:32,5.919023019218031,1,,D,3
case_0432,2025-02-02 20:56:49,19.90262778565897,0,lost,B,4
case_0433,2025-02-26 18:19:37,12.484434533197732,1,,D,4
case_0434,2025-02-18 18:29:36,7.843040348300425,1,,D,4
case_0435,2025-02-13 13:01:58,22.784131279773337,1,,D,3
case_0436,2025-02-22 05:44:18,2.269475315698615,0,lost,A,1
case_0437,2025-03-01 07:57:02,19.97744127687585,1,,D,4
case_0438,2025-01-19 22:49:24,16.656566336286563,1,,D,4
case_0439,2025-02-28 02:31:06,12.771940429601829,1,,D,3
case_0440,2025-02-11 19:29:30,20.963136948732817,1,,D,4
case_0441,2025-01-06 08:51:28,7.557546563035756,1,,D,4
case_0442,2025-02-19 23:49:20,14.549397722358064,1,,D,3
case_0443,2025-02-01 11:51:23,5.094181631022654,1,,D,3
case_0444,2025-02-02 10:24:27,4.382301614836532,0,lost,A,1
case_0445,2025-02-24 15:06:48,2.729647536518112,1,,D,3
case_0446,2025-01-27 20:00:31,4.0096143773384085,1,,D,3
case_0447,2025-02-14 17:41:24,30.777480612939154,1,,D,3
case_0448,2025-02-28 05:27:23,19.519079654944523,0,lost,C,3
case_0449,2025-02-22 19:29:52,3.262265588939843,1,,D,3
case_0450,2025-01-15 19:22:09,8.782554286118529,1,,D,3
case_0451,2025-01-07 19:13:46,13.704701383957826,1,,D,4
case_0452,2025-01-18 02:17:59,10.862600251024404,1,,D,3
case_0453,2025-01-02 22:46:00,4.575322329680539,1,,D,3
case_0454,2025-02-06 15:07:40,16.589450125903234,0,lost,C,5
case_0455,2025-02-22 00:21:35,18.646050112423843,1,,D,5
case_0456,2025-02-10 02:04:14,20.057028856127655,1,,D,4
case_0457,2025-02-24 23:40:09,2.93948826092814,0,lost,A,1
case_0458,2025-02-19 05:38:48,8.854936495782146,0,lost,B,4
case_0459,2025-01-24 12:07:28,10.02575878954038,0,lost,C,3
case_0460,2025-01-06 19:37:30,14.618788807075415,1,,D,3
case_0461,2025-01-06 02:58:52,7.944675408111664,0,lost,C,2
case_0462,2025-01-29 16:58:21,12.81350927166815,0,lost,B,2
case_0463,2025-02-06 20:56:37,1.975866102809778,0,lost,B,2
case_0464,2025-02-26 12:37:02,16.176733880390273,1,,D,6
case_0465,2025-01-07 01:40:23,7.906849647671419,1,,D,3
case_0466,2025-01-15 17:41:56,15.068970774920796,1,,D,3
case_0467,2025-02-27 06:29:46,11.404875158280738,1,,D,3
case_0468,2025-02-22 06:36:31,37.724639573176724,0,study_end,C,3
case_0469,2025-01-24 13:16:21,13.792725602331448,1,,D,3
case_0470,2025-01-10 15:02:51,18.970112500318784,1,,D,4
case_0471,2025-01-15 03:37:12,5.370832984806755,0,lost,B,2
case_0472,2025-02-18 23:43:37,6.029318955207062,1,,D,4
case_0473,2025-01-01 09:59:56,3.1997418426646442,1,,D,3
case_0474,2025-02-25 16:54:45,27.413000545551895,1,,D,5
case_0475,2025-02-23 06:03:41,13.1743775038449,0,lost,B,6
case_0476,2025-01-27 16:07:01,12.427306862654705,1,,D,6
case_0477,2025-01-19 09:40:49,18.542396253987572,1,,D,4
case_0478,2025-01-31 08:30:33,17.79958248162318,1,,D,4
case_0479,2025-01-16 16:52:03,12.903755547262493,0,lost,C,2
case_0480,2025-02-02 01:42:15,13.370852430530567,1,,D,4
case_0481,2025-01-16 11:46:06,7.252139791181724,1,,D,3
case_0482,2025-01-07 00:23:04,18.41037463290115,1,,D,3
case_0483,2025-02-18 02:32:39,4.991369878942241,1,,D,4
case_0484,2025-02-18 11:49:47,22.070323963699295,1,,D,3
case_0485,2025-01-31 14:35:02,36.88963658466953,1,,D,3
case_0486,2025-01-03 07:41:23,11.979160384432758,1,,D,6
case_0487,2025-01-12 00:11:35,4.907390111013855,1,,D,3
case_0488,2025-01-19 02:07:19,8.957367013669813,1,,D,5
case_0489,2025-02-06 19:01:01,10.610242252521493,1,,D,5
case_0490,2025-01-02 21:08:25,6.873544587742876,1,,D,3
case_0491,2025-01-24 19:12:31,6.835814667334786,1,,D,5
case_0492,2025-01-22 15:31:00,14.921039881811803,1,,D,5
case_0493,2025-01-27 04:20:40,5.385606713750262,1,,D,4
case_0494,2025-02-20 15:19:09,20.98081421215513,1,,D,10
case_0495,2025-02-21 14:12:49,12.400802582592856,1,,D,5
case_0496,2025-02-05 21:43:14,31.17965504059526,1,,D,7
case_0497,2025-02-09 19:46:33,19.112625493758657,1,,D,6
case_0498,2025-02-02 19:17:50,19.755172394070165,1,,D,7
case_0499,2025-02-15 07:48:05,4.627535496872049,1,,D,3
case_0500,2025-01-21 09:23:32,6.703440580820287,1,,D,4
case_0501,2025-01-15 06:09:44,6.307005386974765,1,,D,4
case_0502,2025-01-18 07:00:35,13.78315644319737,1,,D,3
case_0503,2025-02-07 09:59:07,20.483223074379925,1,,D,9
case_0504,2025-01-02 18:04:17,57.07399446509355,1,,D,4
case_0505,2025-01-24 22:15:22,11.838589456256551,0,lost,B,3
case_0506,2025-01-02 13:48:58,7.8352681528397135,1,,D,5
case_0507,2025-02-26 09:03:45,7.919363978406465,1,,D,3
case_0508,2025-02-23 16:31:28,17.739033460177815,1,,D,3
case_0509,2025-01-19 11:07:13,11.32521657611619,1,,D,3
case_0510,2025-02-16 22:07:37,17.690546080274466,1,,D,3
case_0511,2025-02-17 03:56:48,8.396235920702498,1,,D,3
case_0512,2025-02-05 17:25:57,9.865986387208938,1,,D,4
case_0513,2025-01-09 17:08:17,21.83183786711573,1,,D,5
case_0514,2025-01-25 03:41:54,19.209853242001472,0,lost,C,6
case_0515,2025-01-15 05:59:37,16.61086776007544,1,,D,6
case_0516,2025-01-21 20:13:49,19.053189227466447,1,,D,3
case_0517,2025-02-26 00:04:27,2.688550508021123,0,lost,A,1
case_0518,2025-02-04 22:52:42,34.67466326656482,1,,D,4
case_0519,2025-01-05 01:01:51,6.649363254200058,1,,D,4
case_0520,2025-02-02 07:27:15,11.66250526116292,0,lost,C,5
case_0521,2025-02-26 01:32:22,13.239530556674714,1,,D,3
case_0522,2025-02-05 23:52:37,1.8526078125464809,1,,D,4
case_0523,2025-01-14 05:11:58,40.54765542483826,1,,D,3
case_0524,2025-01-05 12:27:02,15.815649244725856,1,,D,4
case_0525,2025-02-02 15:09:36,5.573857064060702,0,lost,C,3
case_0526,2025-02-04 00:15:44,4.501557229595131,1,,D,3
case_0527,2025-02-08 22:04:12,2.8232318141697657,1,,D,3
case_0528,2025-02-05 05:33:35,5.722222792652251,1,,D,6
case_0529,2025-01-13 18:01:08,16.765390623732277,1,,D,4
case_0530,2025-01-25 23:03:09,23.06083092879553,0,lost,C,5
case_0531,2025-01-01 14:56:25,26.73231129143705,1,,D,6
case_0532,2025-01-05 01:47:55,8.032200395964642,1,,D,3
case_0533,2025-01-15 21:00:13,3.4730035537874606,1,,D,3
case_0534,2025-02-22 15:01:09,14.43171591248285,1,,D,7
case_0535,2025-01-16 14:42:20,3.39024951963788,1,,D,3
case_0536,2025-02-09 15:19:49,8.652502902621793,1,,D,3
case_0537,2025-02-07 13:53:48,3.7184526848893626,1,,D,3
case_0538,2025-02-02 22:26:33,9.454471633076167,1,,D,4
case_0539,2025-01-10 21:52:12,5.492753269988141,1,,D,3
case_0540,2025-02-11 19:34:05,20.99488433436293,1,,D,9
case_0541,2025-02-05 12:23:39,0.30281063809062153,0,lost,B,2
case_0542,2025-02-03 06:04:14,4.925972128921245,1,,D,4
case_0543,2025-01-02 11:58:33,18.25894272562708,1,,D,3
case_0544,2025-01-26 19:52:03,3.9096786867061866,1,,D,3
case_0545,2025-02-01 01:18:37,4.478362767155532,1,,D,3
case_0546,2025-01-16 04:03:38,7.587684320257639,0,lost,C,3
case_0547,2025-02-04 12:57:41,15.337186212702292,1,,D,8
case_0548,2025-01-22 10:25:23,18.28530266517872,1,,D,7
case_0549,2025-01-15 13:33:53,12.432399899554436,1,,D,6
case_0550,2025-02-18 13:58:14,8.719214851840707,0,lost,A,1
case_0551,2025-02-07 18:22:29,16.58258141647525,0,lost,C,2
case_0552,2025-01-26 07:39:59,9.870148975146034,1,,D,4
case_0553,2025-02-15 15:43:24,10.353150832098315,1,,D,7
case_0554,2025-02-20 21:00:20,9.036788422510266,0,lost,B,2
case_0555,2025-01-16 14:03:17,74.4143892645395,0,study_end,C,5
case_0556,2025-02-19 22:43:11,6.182998931638297,1,,D,4
case_0557,2025-01-19 05:27:42,11.358841161983674,1,,D,4
case_0558,2025-01-02 20:24:15,5.667312117351708,1,,D,3
case_0559,2025-01-29 01:32:24,9.149478373385136,1,,D,3
case_0560,2025-02-14 10:44:02,17.85170727787085,1,,D,3
case_0561,2025-01-15 13:21:43,9.692739721132678,0,lost,A,1
case_0562,2025-01-07 09:42:19,5.980316863553268,1,,D,5
case_0563,2025-02-26 08:45:55,22.342971950521495,1,,D,5
case_0564,2025-01-08 18:47:34,10.362680021841372,0,lost,A,1
case_0565,2025-01-03 23:48:00,15.514229527250304,1,,D,4
case_0566,2025-01-16 06:39:06,14.869398298897881,1,,D,3
case_0567,2025-01-09 10:21:20,30.720643795272444,1,,D,4
case_0568,2025-02-18 11:57:42,19.442588422090957,0,lost,B,3
case_0569,2025-01-30 10:27:38,4.20766771513659,1,,D,4
case_0570,2025-02-24 05:20:32,14.43970406901106,1,,D,3
case_0571,2025-01-19 20:20:41,7.048722316188732,1,,D,3
case_0572,2025-02-25 21:26:34,9.231712631361646,0,lost,A,5
case_0573,2025-01-06 12:27:08,10.894182637273666,1,,D,3
case_0574,2025-02-04 00:55:53,8.944365624926387,1,,D,3
case_0575,2025-02-10 00:10:17,4.620872160404753,1,,D,3
case_0576,2025-01-13 19:37:36,17.97408575634226,0,lost,C,2
case_0577,2025-02-19 02:38:47,36.889682148863606,1,,D,12
case_0578,2025-01-31 06:21:24,3.1887178507393714,0,lost,A,1
case_0579,2025-02-14 18:47:35,18.218741657145355,1,,D,4
case_0580,2025-02-27 05:30:16,24.601365725017654,0,lost,A,8
case_0581,2025-01-02 04:38:36,15.875698892212435,1,,D,4
case_0582,2025-02-25 17:02:11,20.24554413766431,1,,D,5
case_0583,2025-02-03 08:28:40,5.858364075913843,1,,D,3
case_0584,2025-01-29 12:59:02,18.78610268910851,1,,D,4
case_0585,2025-02-19 23:30:10,21.99092388146869,1,,D,5
case_0586,2025-02-08 21:11:13,1.9732803340302014,1,,D,3
case_0587,2025-01-05 09:35:44,12.713369668970278,1,,D,5
case_0588,2025-02-25 05:01:59,4.568402257560065,1,,D,5
case_0589,2025-01-06 07:54:51,14.060842399574637,1,,D,9
case_0590,2025-02-21 22:42:12,5.043016447741624,1,,D,3
case_0591,2025-02-24 22:51:47,12.814081614907353,1,,D,5
case_0592,2025-02-03 15:54:50,15.674305018660029,1,,D,5
case_0593,2025-01-08 08:13:12,10.842646529254012,1,,D,4
case_0594,2025-02-02 08:24:25,7.99248153316425,1,,D,3
case_0595,2025-02-25 10:44:03,8.318435172524024,1,,D,5
case_0596,2025-01-15 18:42:12,3.208451162532897,1,,D,4
case_0597,2025-02-01 05:12:44,12.862489495521164,1,,D,4
case_0598,2025-02-15 04:01:33,6.183011590188532,1,,D,3
case_0599,2025-01-06 14:19:01,13.542810542164702,0,lost,B,4
case_0600,2025-02-17 05:24:26,6.253443635199987,1,,D,4
case_0601,2025-02-20 03:49:53,16.510628248245876,1,,D,5
case_0602,2025-01-08 12:41:20,4.855718370513994,1,,D,4
case_0603,2025-01-19 18:34:24,14.544141391660549,0,lost,B,3
case_0604,2025-02-05 03:48:12,8.196712598110462,1,,D,4
case_0605,2025-01-20 15:09:55,37.70185108175219,1,,D,7
case_0606,2025-02-01 17:42:04,9.67647463886528,1,,D,3
case_0607,2025-02-20 10:24:19,4.1294430449689195,1,,D,4
case_0608,2025-01-13 19:59:11,16.428911358946785,0,lost,C,4
case_0609,2025-02-04 21:20:55,30.492454210957753,1,,D,6
case_0610,2025-01-12 07:52:06,6.824196965654624,0,lost,B,3
case_0611,2025-02-03 22:41:30,33.47493201997657,1,,D,8
case_0612,2025-03-01 18:22:33,16.573658448801424,1,,D,4
case_0613,2025-01-13 21:01:18,4.795739538680969,1,,D,4
case_0614,2025-02-25 19:01:00,17.098645448836713,1,,D,4
case_0615,2025-01-02 02:05:23,18.311307747826294,1,,D,5
case_0616,2025-02-05 17:10:14,5.767345600564681,1,,D,3
case_0617,2025-01-27 03:22:39,4.366830186242322,0,lost,B,2
case_0618,2025-01-14 05:26:16,5.607379646009991,1,,D,4
case_0619,2025-02-25 07:38:50,6.103619672091682,1,,D,4
case_0620,2025-01-21 21:22:05,18.916803912482102,1,,D,8
case_0621,2025-02-26 12:40:36,10.971395735293187,1,,D,3
case_0622,2025-02-04 15:21:21,14.74196670038864,1,,D,4
case_0623,2025-01-15 01:50:16,4.9776224397133415,0,lost,A,3
case_0624,2025-01-06 15:44:07,45.413487260213024,0,lost,C,9
case_0625,2025-01-17 23:59:51,4.017273232496153,1,,D,4
case_0626,2025-01-04 17:25:18,20.824876391653913,1,,D,3
case_0627,2025-01-15 16:02:14,16.753662322892986,1,,D,5
case_0628,2025-01-25 21:07:36,10.39965537900462,1,,D,3
case_0629,2025-03-01 11:54:43,7.354963225679239,0,lost,C,3
case_0630,2025-02-12 01:18:06,3.865855553439275,1,,D,3
case_0631,2025-02-18 17:44:04,14.555009783445636,1,,D,8
case_0632,2025-02-04 22:31:00,9.901952258380167,1,,D,7
case_0633,2025-01-27 19:02:18,10.748979063970113,1,,D,3
case_0634,2025-01-04 10:43:42,6.932405601210788,1,,D,3
case_0635,2025-02-28 20:06:00,14.640435269713672,1,,D,3
case_0636,2025-01-27 16:07:10,4.069699755676304,1,,D,3
case_0637,2025-01-27 21:27:55,12.78452149372084,0,lost,C,3
case_0638,2025-02-08 22:03:12,10.781357801206696,1,,D,3
case_0639,2025-01-22 04:58:14,25.055594546389116,1,,D,3
case_0640,2025-02-08 18:48:01,11.972824625752684,1,,D,3
case_0641,2025-02-26 19:51:42,33.172434154516466,0,study_end,C,9
case_0642,2025-02-12 10:42:07,2.54258975207405,1,,D,3
case_0643,2025-01-31 12:08:24,6.149556927487001,1,,D,3
case_0644,2025-03-01 14:18:26,8.995607954135734,0,lost,C,2
case_0645,2025-01-24 09:24:42,5.221956667887566,1,,D,3
case_0646,2025-01-12 21:37:47,11.00417061057939,1,,D,3
case_0647,2025-02-14 21:39:45,8.927138922367208,1,,D,4
case_0648,2025-01-31 09:45:22,45.93208015872,1,,D,13
case_0649,2025-02-22 17:12:22,5.455088720832388,0,lost,A,1
case_0650,2025-01-25 23:13:55,6.787818149553486,0,lost,C,2
case_0651,2025-01-22 07:14:35,6.196933135514878,1,,D,3
case_0652,2025-01-08 11:15:31,2.861837838237236,1,,D,4
case_0653,2025-01-12 03:46:26,4.1050197924622935,1,,D,4
case_0654,2025-02-07 01:38:57,13.522446840312684,0,lost,B,5
case_0655,2025-02-26 05:40:19,25.158150309256076,0,lost,C,9
case_0656,2025-02-08 01:49:13,4.995440803107575,1,,D,4
case_0657,2025-02-07 13:56:51,13.362074820453,1,,D,5
case_0658,2025-02-27 03:48:48,15.11241797764875,1,,D,5
case_0659,2025-02-03 00:09:51,20.527665223101163,1,,D,8
case_0660,2025-02-04 04:05:43,12.122619265499846,1,,D,5
case_0661,2025-02-09 06:59:46,10.912709154433795,1,,D,3
case_0662,2025-01-25 03:37:32,10.215151187044434,1,,D,3
case_0663,2025-01-13 16:55:12,3.006829967292306,1,,D,3
case_0664,2025-01-22 07:02:01,4.053074977756241,1,,D,3
case_0665,2025-02-17 16:22:35,1.819847344520262,1,,D,4
case_0666,2025-01-21 18:51:20,20.67691551193988,1,,D,5
case_0667,2025-01-23 03:53:25,13.45374801624374,1,,D,5
case_0668,2025-02-20 16:56:09,19.419970208767026,1,,D,8
case_0669,2025-01-05 02:28:29,1.5307377304188883,1,,D,3
case_0670,2025-01-09 18:55:32,9.19943117344887,1,,D,6
case_0671,2025-01-10 08:01:48,11.892195903796031,1,,D,3
case_0672,2025-01-05 14:00:33,1.4638246385585194,0,lost,B,2
case_0673,2025-01-07 13:59:59,27.337801644272442,1,,D,8
case_0674,2025-02-18 03:55:52,12.602239006416486,1,,D,5
case_0675,2025-02-12 10:01:47,5.14560865864877,1,,D,4
case_0676,2025-01-19 18:47:07,16.485236444571548,1,,D,6
case_0677,2025-02-17 17:11:26,5.353419140494284,1,,D,4
case_0678,2025-01-02 17:58:30,4.728452369023431,1,,D,4
case_0679,2025-01-07 01:10:55,26.665002446751693,1,,D,4
case_0680,2025-01-14 17:17:39,23.90315539371089,1,,D,4
case_0681,2025-01-18 17:10:53,12.836885967046413,1,,D,8
case_0682,2025-01-24 16:21:44,9.031388803402068,1,,D,6
case_0683,2025-02-09 07:16:14,20.77320067692648,1,,D,3
case_0684,2025-02-26 21:46:30,13.544297955918562,1,,D,3
case_0685,2025-02-27 15:20:21,18.4175433021581,1,,D,5
case_0686,2025-03-01 03:29:28,2.4201427542301417,1,,D,3
case_0687,2025-01-04 15:33:43,5.740166884977949,1,,D,4
case_0688,2025-02-01 07:16:25,5.415075200269447,1,,D,4
case_0689,2025-02-05 17:44:53,7.161627537852862,1,,D,3
case_0690,2025-01-14 23:52:07,24.65273674968937,1,,D,3
case_0691,2025-01-17 06:39:47,17.398848247905654,1,,D,5
case_0692,2025-01-18 14:27:12,25.0417883826315,1,,D,10
case_0693,2025-02-24 11:54:43,5.536214265816512,1,,D,4
case_0694,2025-01-02 14:24:56,4.655895039655335,1,,D,3
case_0695,2025-01-06 03:18:28,2.035008546259256,1,,D,3
case_0696,2025-02-12 08:16:04,19.817001478167537,1,,D,5
case_0697,2025-02-14 21:50:02,20.474017073388936,1,,D,3
case_0698,2025-02-04 18:25:58,12.878123759219749,1,,D,8
case_0699,2025-01-16 04:45:30,21.04822226684525,1,,D,3
case_0700,2025-02-25 17:37:46,12.49494329271816,1,,D,4
case_0701,2025-01-01 09:07:35,7.558738663584211,1,,D,3
case_0702,2025-02-17 04:40:15,23.45082904480384,1,,D,3
case_0703,2025-02-01 09:24:50,12.446105212347051,1,,D,4
case_0704,2025-02-19 06:53:11,28.720850311644636,1,,D,7
case_0705,2025-01-28 02:02:11,12.365638236170115,1,,D,3
case_0706,2025-02-04 04:31:52,20.40810830604263,1,,D,3
case_0707,2025-02-11 07:54:20,10.586565412899883,1,,D,4
case_0708,2025-02-03 05:45:35,3.018147155407592,0,lost,A,1
case_0709,2025-01-30 20:37:02,4.402707884705693,1,,D,3
case_0710,2025-02-04 03:33:28,6.517250061918424,1,,D,3
case_0711,2025-01-30 11:33:48,13.76550265678182,1,,D,4
case_0712,2025-01-10 07:17:24,0.41419025392004805,0,lost,B,2
case_0713,2025-01-25 19:32:17,22.861099320079546,0,lost,C,6
case_0714,2025-01-22 00:46:55,20.213786714479426,1,,D,10
case_0715,2025-01-05 18:09:17,22.818121451351498,1,,D,4
case_0716,2025-01-31 02:02:09,30.12141990001905,1,,D,7
case_0717,2025-01-09 19:10:55,16.803214224302344,1,,D,5
case_0718,2025-02-13 20:18:40,3.629490230618649,1,,D,3
case_0719,2025-02-03 05:07:33,7.820934880897428,1,,D,4
case_0720,2025-02-07 13:53:29,3.09949233422789,0,lost,A,1
case_0721,2025-01-07 13:18:51,2.7411762028940765,0,lost,B,4
case_0722,2025-02-23 01:50:24,13.932708981526256,1,,D,8
case_0723,2025-02-04 05:27:05,19.931157129235046,0,lost,C,3
case_0724,2025-02-13 03:12:48,1.840834412640878,0,lost,C,3
case_0725,2025-01-07 19:15:28,16.70900055746934,1,,D,4
case_0726,2025-02-23 07:23:48,5.768172379168562,0,lost,C,3
case_0727,2025-02-10 16:29:52,2.4991748670874947,1,,D,3
case_0728,2025-02-20 15:05:59,2.586406275472654,1,,D,4
case_0729,2025-02-03 09:02:07,15.9739402014246,1,,D,4
case_0730,2025-01-20 12:44:38,7.896965723129502,1,,D,4
case_0731,2025-01-25 21:45:15,7.45113125523263,1,,D,3
case_0732,2025-02-25 21:57:07,21.18936491410087,0,lost,C,2
case_0733,2025-02-28 13:35:13,20.72704821030748,1,,D,3
case_0734,2025-02-10 08:37:56,19.459055984819948,1,,D,7
case_0735,2025-01-06 23:32:59,31.13044713799913,1,,D,7
case_0736,2025-02-02 12:43:31,6.0054526968241255,1,,D,5
case_0737,2025-02-18 06:13:22,10.427867687116903,1,,D,5
case_0738,2025-02-03 09:26:25,20.612057328092735,1,,D,8
case_0739,2025-01-22 06:56:30,4.177204801021265,1,,D,4
case_0740,2025-02-15 03:52:35,2.8059052975996845,1,,D,4
case_0741,2025-01-26 04:59:55,16.513331002388718,1,,D,3
case_0742,2025-01-15 10:48:43,2.885374596447722,1,,D,4
case_0743,2025-01-16 03:16:02,20.524475714757052,1,,D,7
case_0744,2025-01-08 00:50:59,7.439471705777342,1,,D,3
case_0745,2025-01-14 08:12:18,19.801713677729616,1,,D,6
case_0746,2025-01-29 03:24:28,9.681851733498553,1,,D,6
case_0747,2025-01-23 19:56:29,10.686439272393423,0,lost,C,5
case_0748,2025-02-02 13:09:01,7.755835178943867,0,lost,C,2
case_0749,2025-01-29 09:54:46,6.54007673944821,1,,D,4
case_0750,2025-02-10 09:09:42,9.896016063466288,1,,D,3
case_0751,2025-02-28 05:17:15,3.94421516625976,1,,D,3
case_0752,2025-01-24 20:52:10,2.850181163259544,0,lost,A,1
case_0753,2025-01-14 10:51:20,20.223269099521275,1,,D,4
case_0754,2025-02-19 15:04:23,8.982874174109384,1,,D,5
case_0755,2025-02-08 16:43:16,10.92309332410867,0,lost,C,3
case_0756,2025-02-10 09:15:11,10.818496689660945,0,lost,C,3
case_0757,2025-02-25 15:57:01,9.786464357289976,1,,D,3
case_0758,2025-01-09 17:42:14,3.63068225348022,1,,D,4
case_0759,2025-01-13 21:54:13,34.46970779173891,1,,D,7
case_0760,2025-02-05 02:23:08,10.069747506320809,1,,D,4
case_0761,2025-01-18 04:17:52,6.051226225843639,1,,D,4
case_0762,2025-01-06 02:06:24,10.209991403966516,1,,D,3
case_0763,2025-02-09 11:49:05,20.558859883544322,1,,D,5
case_0764,2025-01-16 22:39:10,30.024003431445006,1,,D,6
case_0765,2025-01-11 08:12:28,22.953241657822314,1,,D,3
case_0766,2025-01-27 05:26:10,14.852124309830616,0,lost,C,3
case_0767,2025-02-12 12:24:06,18.45227327598384,1,,D,7
case_0768,2025-02-17 03:22:48,10.956950162760517,1,,D,6
case_0769,2025-02-17 22:27:35,9.972406455926233,1,,D,4
case_0770,2025-01-19 00:35:37,18.890168514729837,1,,D,3
case_0771,2025-01-13 15:43:50,28.813143830588228,1,,D,3
case_0772,2025-02-12 17:45:01,10.320534677784561,1,,D,4
case_0773,2025-02-24 00:47:42,17.593723413612462,1,,D,3
case_0774,2025-01-20 14:04:15,14.714607891091287,1,,D,3
case_0775,2025-01-26 00:52:36,3.865397314490326,1,,D,3
case_0776,2025-01-07 19:06:02,40.95736550792537,1,,D,3
case_0777,2025-01-19 04:20:24,16.550445145019204,1,,D,3
case_0778,2025-02-03 07:56:28,14.053784671568975,1,,D,3
case_0779,2025-02-15 19:54:06,3.2248672867957375,0,lost,C,2
case_0780,2025-01-12 02:35:32,9.818581826710076,1,,D,4
case_0781,2025-01-30 15:59:15,4.196370078104526,0,lost,B,2
case_0782,2025-02-09 00:17:33,17.004901704405306,1,,D,4
case_0783,2025-01-15 05:16:34,20.035773587858955,1,,D,5
case_0784,2025-01-02 09:18:04,17.426768582760047,1,,D,4
case_0785,2025-02-27 02:23:36,3.84458789575726,0,lost,B,2
case_0786,2025-01-09 23:35:58,2.340549929751117,1,,D,4
case_0787,2025-01-23 16:51:42,6.9410039808554655,1,,D,3
case_0788,2025-02-24 04:33:07,7.109137130137251,1,,D,4
case_0789,2025-02-16 02:07:26,6.601727749709652,1,,D,3
case_0790,2025-02-08 15:52:14,10.396603019955537,1,,D,5
case_0791,2025-01-03 06:10:42,6.357114232699814,1,,D,3
case_0792,2025-02-06 06:39:13,23.64571307157552,1,,D,3
case_0793,2025-02-08 12:36:02,17.159884342119923,1,,D,5
case_0794,2025-02-05 12:24:16,16.440399178881748,1,,D,5
case_0795,2025-01-09 03:17:42,11.235478661610127,0,lost,B,4
case_0796,2025-02-02 18:46:58,23.093587128812498,1,,D,3
case_0797,2025-01-21 15:09:50,5.727945418523136,0,lost,C,3
case_0798,2025-02-12 20:58:07,6.079909604972373,1,,D,3
case_0799,2025-01-03 23:42:28,6.680064480357712,1,,D,3
case_0800,2025-02-22 03:38:26,8.391739652969829,1,,D,6
case_0801,2025-01-31 23:07:20,15.488387407717305,1,,D,3
case_0802,2025-02-12 23:34:16,17.974588902404527,1,,D,6
case_0803,2025-01-31 04:00:09,5.240469673793749,1,,D,3
case_0804,2025-02-05 17:17:33,17.408762151823783,1,,D,3
case_0805,2025-02-07 12:07:49,7.83775804093862,1,,D,3
case_0806,2025-02-22 16:12:02,5.406508135626204,1,,D,3
case_0807,2025-01-02 01:14:33,26.37603334403083,1,,D,10
case_0808,2025-02-11 01:39:51,16.472288332550086,1,,D,6
case_0809,2025-01-17 15:08:29,7.289906002471572,1,,D,4
case_0810,2025-01-30 02:22:35,17.501001433535077,1,,D,4
case_0811,2025-03-01 01:42:34,14.864502233034736,1,,D,6
case_0812,2025-01-29 15:40:24,0.21565145495145813,0,lost,A,1
case_0813,2025-02-18 14:00:44,19.429073788827957,1,,D,5
case_0814,2025-02-25 17:05:58,4.7878561773875505,0,lost,C,2
case_0815,2025-01-31 11:58:25,8.839147266130727,1,,D,6
case_0816,2025-01-05 19:36:01,7.5123223428031025,1,,D,4
case_0817,2025-01-26 10:23:22,4.916363021147465,1,,D,4
case_0818,2025-02-06 08:22:11,13.71095166351234,1,,D,7
case_0819,2025-02-03 06:49:00,11.09472917308305,0,lost,C,5
case_0820,2025-01-07 07:30:28,7.856563627510684,1,,D,3
case_0821,2025-01-10 02:42:04,21.564561088043355,1,,D,4
case_0822,2025-01-22 02:22:43,4.9821977478829265,1,,D,4
case_0823,2025-01-07 00:02:09,34.053919241782836,0,lost,C,10
case_0824,2025-02-27 19:34:25,15.95144111311422,1,,D,3
case_0825,2025-01-11 22:59:50,8.317374128249815,1,,D,4
case_0826,2025-01-03 07:51:18,2.8741185484479157,0,lost,A,3
case_0827,2025-02-15 08:18:35,6.894818036608707,1,,D,4
case_0828,2025-01-30 05:36:29,5.040709229740536,1,,D,3
case_0829,2025-02-18 17:21:21,19.803837663959378,1,,D,4
case_0830,2025-02-20 21:50:03,39.09024089183513,0,study_end,C,2
case_0831,2025-01-19 17:28:37,0.722212287912514,0,lost,A,1
case_0832,2025-01-26 06:52:35,32.6591128983998,0,lost,B,5
